tablescraper-selected-row,tablescraper-selected-row 2,tablescraper-selected-row href,tablescraper-selected-row 3,tablescraper-selected-row href 2,tablescraper-selected-row 4,tablescraper-selected-row href 3,tablescraper-selected-row 5,tablescraper-selected-row href 4,tablescraper-selected-row 28
Gen. Martin Dempsey Retirement Ceremony Address,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamamartineempseyretirementARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamamartindempseyretirement.htm,25 Sep 2015,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Martin%20Dempsey%20Retirement.pdf,
"United Nations 
			70th Session General Assembly Speech,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaunitednations2015ARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaunitednations70.htm,28 Sep 2015,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20United%20Nations%20GA%202015.pdf,"
On Umpqua Community College Mass Shooting,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaumpquacollegesshootingsARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaumpquashootings.htm,01 Oct 2015,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Umpqua%20Community%20College%20Shootings.pdf,
Presser on Education Secretary Change,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamapressconference10-02-15ARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamapressconference10-02-15.htm,02 Oct 2015,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Press%20Conference%20of%20Oct%2010%202015.pdf,
Afghanistan Statement,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaafghanistanstatementARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaafghanistanstatement.htm,15 Oct 2015,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Afghanistan%20Statement.pdf,
Community Forum Address on Prescription Drug Abuse,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaprescriptiondrugabuseARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamawestvirginiacommunityforum.htm,21 Oct 2015,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Prescription%20Drug%20Abuse%20Forum%20WV.pdf,
Statement on the Paris Terrorist Attacks,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaparisattacksARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaparisterrorattacks.htm,13 Nov 2015,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Paris%20Terrorist%20Attacks.pdf,
Message to the People of Burundi,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaburundimessageARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaburundipeoplemessage.htm,13 Nov 2015,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Burundi%20People%20Message.pdf,
G-20 Press Conference in Antalya, Turkey,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaturkeypresserARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaturkeypresser.htm,16 Nov 2015,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20G-20%20Turkey.pdf,
ASEAN Business and Investment Summit Address,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaASEANbusinesssummit2015ARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaASEAN2015.htm,21 Nov 2015,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20ASEAN%20Business%202015.pdf,
Malaysia Press Conference,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamamalaysiapresserARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamamalaysiapresser2015.htm,22 Nov 2015,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Malaysia%20Presser%202015.pdf,
Joint Press Conference with Fran,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamafrancoishollandejointpresserARXE.mp3,ç,https://www.americanrhetoric.com/speeches/barackobama/barackobamafrancoishollandpresser.htm,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamafrancoishollandpresser.htm,24 Nov 2015,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Francois%20Hollande%20Joint%20Presser.pdf,
COP21, Session 1 Address,,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaCOP21ARXE.mp3,mp3,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamacop21.htm,30 Nov 2015,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20COP21.pdf,
Paris Press Conference,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaparispressconference2015ARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaparispressconference.htm,01 Dec 2015,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Paris%20Press%20Conference%202015.pdf,
On Foreign and Domestic Strategies Against Terrorism,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaovalofficecounterterrorismstrategiesARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaforeigndomesticterrorismresponseovaloffice.htm,06 Dec 2015,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Oval%20Office%20Counter%20Terrorism%20Agenda.pdf,
113th Amendment 150-Year Anniversary Speech,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobama13thamendment150ARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobama13thamendment150anniversary.htm,09 Dec 2015,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%2013th%20Amendment%20150-Year%20Anniversary.pdf,
Every Child Succeeds Act Signing Address,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaeverystudentsucceedssingningARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaeverystudentsucceeds.htm,10 Dec 2015,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Every%20Student%20Succeeds%20Signing.pdf,
Statement on Paris Climate Agreement,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaparisclimateagreementARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaparisclimateagreement.htm,12 Dec 2015,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Paris%20Climate%20Agreement.pdf,
Counter ISIL Campaign Update,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamacounterISIL12-14-15ARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamacounterISILupdate12-14-15.htm,14 Dec 2015,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Counter%20ISIL%20Campaign%20Update.pdf,
"Naturalization Ceremony Speech at the Natl. 
			Archives,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamanaturalizationceremonyARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Naturalization%20National%20Archives.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamanaturalizationnationalarchives.htm,15 Dec 2015,,"
Address at the National Counterterrorism Center,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamanationalcounterterrorismcenter2015ARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamanationalcounterterrorismcenter.htm,17 Dec 2015,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20NCTC%202015.pdf,
End of Year Press Conference,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamafinalpresser2015ARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamafinal2015presser.htm,18 Dec 2015,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Final%20Presser%20of%202015.pdf,
Weekly Address on Making Children's Safety,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaweeklyaddress010216ARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/weeklyaddresses/barackobamaweekly1-1-16.htm,01 Jan 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Weekly%20Address%2001-01-16.pdf,
Speech Detailing Steps to Reduce Gun Violence,,,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamagunviolencreeductionstepsARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamagunviolencereduction.htm,05 Jan 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Gun%20Violence%20Reduction%20Steps.pdf,
Remarks at CNN Town Hall on Guns in America,,,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamagunsinamericancnntownhall.htm,07 Jan 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20CNN%20Guns%20in%20America%20Town%20Hall.pdf,
"Final 
			Presidential State of the Union Address,,,mp3,https://www.americanrhetoric.com/mp3clipsXE/stateoftheunion/barackobamasou2016ARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/stateoftheunion2016.htm,12 Jan 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Final%20State%20of%20the%20Union%20Address.pdf,"
On Lifting Iran Sanctions and U.S. Detainee Releases,,,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaUSdetaineesfreedARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamairansanctionslifted.htm,17 Jan 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20US%20Detainees%20Released.pdf,
Righteous Among Nations Award Ceremony Address,,,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamarighteousamongnationsceremonyARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamarighteousamongnationsceremony.htm,27 Jan 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Righteous%20Among%20Nations%20Ceremony.pdf,
Islamic Society of Baltimore Speech,,,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaislamicsocietybaltimoreARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaislamicsocietybaltimore.htm,03 Feb 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Islamic%20Society%20Baltimore.pdf,
Speech at the 64th National Prayer Breakfast,,,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaprayerbreakfast2016ARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobama2016prayerbreakfast.htm,04 Feb 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Prayer%20Breakfast%202016.pdf,
Honoring Golden State Warriors 2015 NBA Champs,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamagoldenstatewarriorsARXE.mp3,PDF,,,https://www.americanrhetoric.com/speeches/barackobama/barackobamagoldenstatewarriors.htm,04 Feb 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Golden%20State%20Warriors.pdf,
"google_ad_client = ""ca-pub-4540749582151874"";
    google_ad_slot = ""7079952559"";
    google_ad_width = 336;
    google_ad_height = 280;,,,,,,,,,"
Address to the Illinois General Assembly,,,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaillinoisgeneralassemblyARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamailliinoisgeneralassembly.htm,10 Feb 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Illinois%20General%20Assembly.pdf,
Address on the Passing of USSC Justice Antonin Scalia,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaantoninscaliapassingARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaantoninscaliapassing.htm,13 Feb 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Antonin%20Scalia%20Passing.pdf,
U.S-ASEAN Summit Press Conference,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaUS-ASEANpresser.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaASEANpresser.htm,16 Feb 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20ASEAN%20Summit%202016.pdf,
Weekly Address - A New Chapter with Cuba,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaweeklyaddressoncubaARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaweeklyaddresscubanewchapter.htm,20 Feb 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Weekly%20Address%20on%20Cuba.pdf,
On Closing Guantanamo Bay Detention Facility,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaguantanimobayclosingARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaguantanamobayclosing.htm,23 Feb 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Guantanamo%20Bay%20Closing.pdf,
Update on Progress to Degrade and Destroy ISIL,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaISILupdate02-25-16ARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaISILupdate.htm,25 Feb 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20ISIL%20Update%2002-25-16.pdf,
Recovery and Reinvestment Act Seventh Anniversary,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamarecoveryact2016ARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamarecoveryandreinvestmentact.htm,26 Feb 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Recovery%20and%20Reinvestment%20Act%202016.pdf,
South by Southwest Interactive Remarks,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaSXSWARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamasxsw.htm,11 Mar 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20SXSW.pdf,
Merrick Garland USSC Nomination Address,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamamerrickgarlandARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamamerrickgarlandnomination.htm,16 Mar 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Merrick%20Garland%20USSC%20Nomination.pdf,
Joint Press Conference with President Raul Castro,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaraulcastropresserARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaraulcastropresser.htm,21 Mar 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Joint%20Presser%20with%20Raul%20Castro.pdf,
Address and Q&A at a Cuba Entrepreneurs Event,,,,,,https://www.americanrhetoric.com/speeches/barackobama/barackobamacubaentrepreneurs.htm,21 Mar 2016,,
Address to the People of Cuba,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamacubapeopleARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamacubapeoplespeech.htm,22 Mar 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Cuba%20People%20Speech.pdf,
Young Leaders Town Hall in Argentina,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaargentinatownhallARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaYLAIArgentina.htm,23 Mar 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20YLAI%20Town%20Hall.pdf,
Discussion with Davis Simon on The Wire,,,,,,https://www.americanrhetoric.com/speeches/barackobama/barackobamadavidsimonthewire.htm,26 Mar 2016,,
Nuclear Security Summit Press Conference,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamanuclearsummitpresserARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamanuclearsummitpresser.htm,01 Apr 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Nuclear%20Security%20Summit%20Presser.pdf,
Conversation at the University. of Chicago Law School,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamachicagolawschool.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamausscconversation.htm,07 Apr 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20University%20of%20Chicago%20Law%20School.pdf,
Press Conference in Saudi Arabia,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamasaudiarabiapresserARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamasaudiarabiapresser.htm,21 Apr 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Saudi%20Arabia%20Presser.pdf,
Young Leaders Town Hall in the United Kingdom,,,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamalondontownhallARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamalondontownhall.htm,23 Apr 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20UK%20Young%20Leaders.pdf,
Address in Hannover to the Peoples of Europe,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamahannoverbuilding65ARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaeuropehanover.htm,25 Apr 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Europe%20Peoples%20Hannover.pdf,
White House Correspondents Dinner Speech,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaWHcorrespondentsdinner2016a.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamawhitehousecorrespondentsdinner2016.htm,30 Apr 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20White%20House%20Correspondents%20Dinner%202016.pdf,
Flint, Michigan Community Speech,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaflintmichigancommunityARXE2.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaflintmichigancommunity.htm,04 May 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Flint%20Michigan%20Community.pdf,
Howard University Commencement Address,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamahowarduniversitycommencementARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamahowarduniversitycommencement.htm,07 May 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Howard%20University%20Commencement.pdf,
Weekly Address on Opioid Addiction with Macklemore,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Weekly%20Address%20Opioid%20Addiction%20Macklemore.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/weeklyaddresses/barackobamaweeklyaddictionmacklemore.htm,14 May 2016,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaweeklyaddresswithmacklemoreARXE%20.mp3,
Address to the People of Vietnam,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Speech%20to%20the%20Vietnam%20People.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamanationalconventioncentervietnam.htm,24 May 2016,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamavietnamnationalconventioncenterARXE.mp3,
"Address 
			on Entrepreneurship at Dreamplex in Vietnam,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Dreamplex%20Event%20Address.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamavietnambusinessdevelopment.htm,24 May 2016,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamahochiminhcitybusinessARXE.mp3,"
"Young 
			Leaders Town Hall in Vietnam,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Vietnam%20YSEALI.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamaYSEALIVietnam.htm,25 May 2016,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaysealivietnamARXE.mp3,"
Press Conference with Prime Minister Shinzo Abe,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Shinzo%20Abe%20Presser%20Japan.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamashinzoabepresser.htm,25 May 2016,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamapmabejointpresserARXE.mp3,
"Post 
			G7 Conference Presser,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20OBama%20-%20Post%20G7%20Presser%20Japan.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamajapanpostG7presser.htm,26 May 2016,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamapostG7presserjapanARXE.mp3,"
Address at the Hiroshima Peace Memorial,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Hiroshima%20Peace%20Memorial%20Address.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamahiroshimaspeech.htm,27 May 2016,https://www.americanrhetoric.com/mp3clips/barackobama/barackobamahiroshimapeacememorialenglishlanguage.mp3,
U.S. Air Force Academy Commencement Address,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20US%20Air%20Force%20Commencement%20Speech.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamaairforceacademycommencement.htm,2 Jun 2016,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaairforceacademycommencemenARXEt.mp3,
Presidential Endorsement of Hillary Clinton,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Hillary%20Clinton%20Endorsement.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamahillaryclintonpresidentialendorsement.htm,9 Jun 2016,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamahillaryclintonendorsementARXE.mp3,
Statement on the Shootings in Orlando, Florida,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Orlando%20Shootings%20Statement.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamaorlandoshootings.htm,12 Jun 2016,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaorlandoshootingsstatementARXE.mp3,
Counter-ISIL Meeting Update Briefing,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20ISIL%20Briefing%20June%202016.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamaISILcounter.htm,14 Jun 2016,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaISILupdatejune2016ARXE.mp3,
United State of Women White House Summit Address,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20United%20State%20of%20Women.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamaunitedstateofwomensummit.htm,14 Jun 2016,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaunitedstateofwomensummitARXE.mp3,
Address to the Community of Orlando, Florida,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Orlando%20Community.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamaorlandocommunitystmt.htm,16 Jun 2016,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaorlandocommunitystatementARXE.mp3,
Remarks on USSC Ruling in U.S. vs. Texas,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20US%20v%20Texas.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamausvstexasimmigration.htm,23 Jun 2016,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaUSvsTexasUSSCARXE.mp3,
Speech to the Parliament of Canada,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaparliamentofcanadaARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Canada%20Parliament.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamaparliamentofcanadaspeech.htm,29 Jun 2016,,
Press Conference Following 2016 NATO Summit,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20NATO%202016%20Press%20Conference.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamapostnatopresser2016.htm,09 Jul 2016,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamapostNATOpresseARXE.mp3,
Dallas Police Memorial Address,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Dallas%20Police%20Memorial%20Address.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamadallaspolicememorial.htm,12 Jul 2016,https://www.americanrhetoric.com/mp3clips/barackobama/barackobamadallaspolicememorial.mp3,
Democratic National Convention Address,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20DNC%202016.pdf,,,mp3,https://www.americanrhetoric.com/speeches/convention2016/barackobamadnc2016.htm,27 Jul 2016,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobama2016dncARXE.mp3,
Post Security Council Pentagon Press Conference,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20ISIL%20Presser%20Post%20Security%20Council%20Meeting.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamaisilpressconference.htm,04 Aug 2016,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaISILarlingtonpresserARXE.mp3,
Baton Rouge Flooding Press Statement,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Baton%20Rouge%20Flooding.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamabatonrougeflooding.htm,23 Aug 2016,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamabatonrougefloodingARXE.mp3,
Press Conference Following G-20 Summit,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamapostG20presserARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamag20chinapresser.htm,05 Sep 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Post%20G20%202016%20Presser.pdf,
Address to the People of Laos,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaLAOSpeopleARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamalaospeople.htm,06 Sep 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20OBama%20-%20Laos%20People.pdf,
