tablescraper-selected-row,tablescraper-selected-row 2,tablescraper-selected-row href,tablescraper-selected-row 3,tablescraper-selected-row href 2,tablescraper-selected-row 4,tablescraper-selected-row href 3,tablescraper-selected-row 5,tablescraper-selected-row href 4,tablescraper-selected-row 28
Presser on Tax Cuts with William Jefferson Clinton,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamawjclintontaxcutspresserARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20&%20Bill%20Clinton%20-%20Tax%20Presser.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamawjclintontaxcuts.htm,10 Dec 2010,,
Tucson Memorial Service Speech,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamatucsonmemorialARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Tucson%20Memorial%20Address.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamatucsonmemorial.htm,12 Jan 2011,,
Second Presidential State of the Union Speech,mp3,https://www.americanrhetoric.com/mp3clipsXE/stateoftheunion/barackobamasou2011ARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20State%20of%20the%20Union%202011.pdf,,https://www.americanrhetoric.com/speeches/stateoftheunion2011.htm,25 Jan 2011,,
"Speech 
			at the 59th National Prayer Breakfast,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobama2011prayerbreakfastARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Prayer%20Breakfast%202011.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobama2011prayerbreakfast.htm,03 Feb 2011,,"
Speech to the US Chamber of Commerce,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamauschamberofcommerceARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20National%20Chamber%20of%20Commerce.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamachamberofcommerce.htm,07 Feb 2011,,
National Wireless Initiative Address,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamanationalwirelessinitiativeARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20National%20Wireless%20Initiative.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamanationalwirelessinitiative.htm,10 Feb 2011,,
Address on the Historic Revolution in Egypt,,,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaegyptrevolutionARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaegyptrevolution.htm,11 Feb 2011,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Egypt%20History%20Revolution.pdf,
"Address on the 
			Violence in Libya,,,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamalibyaARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamalibya.htm,23 Feb 2011,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Libya%20Violence%20Must%20Stop.pdf,"
Statement on Libya,,,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamastmtonlibyaARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamalibyawarning.htm,18 Mar 2011,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Address%20on%20Libya.pdf,
On Odyssey Dawn Limited Military Action in Libya,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Odyssey%20Dawn.pdf,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamalibyausmilitaryactionARXE.mp3,,https://www.americanrhetoric.com/speeches/barackobama/barackobamalibyaltdmilitaryaction.htm,,,19 Mar 2011
"Speech 
			to the People of Rio de Janeiro,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Rio%20de%20Janeiro.pdf,mp3,https://www.americanrhetoric.com/mp3clips/barackobama/barackobamariodejaneiro.mp3,,https://www.americanrhetoric.com/speeches/barackobama/barackobamariodejaneiro.htm,,,20 Mar 2011"
"Speech 
			on Latin American to the People of Chile,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamachilespeechARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Chile%20Latin%20America.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamachilespeech.htm,21 Mar 2011,,"
"Speech 
			to the American People on Libya,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamalibyaspeechnationARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Libya%20Nation%20Speech.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamalibyanationspeech.htm,28 Mar 2011,,"
On American Energy Security at Georgetown Univ.,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaenergysecuritygeorgetownARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Energy%20Security%20Georgetown.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamaamericanenergysecurity.htm,30 Mar 2011,,
"Speech 
			on Improving Fiscal Policy,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamafiscalfuturegwARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20GW%20Fiscal%20Policy.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamafiscalpolicy2011.htm,13 Apr 2011,,"
Announcement of 2012 Presidential Candidacy,,,,,,https://www.americanrhetoric.com/speeches/barackobama/barackobama2012prescandidacy.htm,26 Apr 2011,,
Speech on Release of Official Certification of Birth,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamabirthcertificatefinalARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Birth%20Certificate%20Release.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamabirthcertificatespeech.htm,27 Apr 2011,,
Remarks on the Tornado Devastation in Alabama,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Alabama%20Tornado%20Devestation.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamaalabamatornado.htm,29 Apr 2011,https://www.americanrhetoric.com/mp3clips/barackobama/barackobamaalabamatornadopresser.mp3,
Commencement Speech at Miami Dade College,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Miami%20Dade%20College%20Commencement.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamamiamidadecommencement.htm,29 Apr 2011,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamamiamidadecommencementARXE.mp3,
White House Correspondents Dinner Speech,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20White%20House%20Correspondents%20Dinner%202011.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamawhitehousecorrespondentsdinner2011.htm,30 Apr 2011,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamawhcorrespondentsdinner2011ARXE.mp3,
Speech Announcing the Death of Osama Bin Laden,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Osama%20bin%20Laden%20Death.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamaosamabinladendeath.htm,01 May 2011,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaosamabinladendeathARXE.mp3,
Speech to Troops at Fort Campbell,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Fort%20Campbell.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamafortcampbellkytroops.htm,06 May 2011,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamafortcampbellARXE.mp3,
Commencement Speech at Booker T. Washington HS,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamabookerthscommencementARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Booker%20T%20Washington.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamabookertwashington.htm,16 May 2011,,
"n American Diplomacy in 
			the Middle East,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Middle%20East%20Diplomacy.pdf,O,https://www.americanrhetoric.com/speeches/barackobama/barackobamamiddleeastpolicy.htm,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamamiddleeastpolicy.htm,19 May 2011,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamammiddleeastnorthffricapolicyARXE.mp3,"
Speech to Intelligence Community at CIA Headquarters,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20CIA%20Intelligence%20Community.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamaciaheadquarters.htm,20 May 2011,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaciahqspeechARXE.mp3,
Joint Press Conference with Benjamin Netanyahu,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20and%20Benyamin%20Netanyahu%20Joint%20Remarks.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamabenjaminnetanyahujointpress.htm,20 May 2011,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamabenyaminnetanyahujointremarksARXE.mp3,
American-Israel Public Affairs Policy Conference,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobama2011aipacpconferenceARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20American%20Israel%20Public%20Affairs%20Committee.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamaaipacpc2011.htm,22 May 2011,,
Speech to the British Parliament,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamabritishparliamentARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20British%20Parliament.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamabritishparliament.htm,25 May 2011,,
"Speech 
			at the Memorial for Joplin Tornado Victims,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamajoplinmemorialserviceARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Joplin%20Tornado%20Victims%20Memorial.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamajoplinmemorial.htm,29 May 2011,,"
Department of Defense Personnel Announcement,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamamilitarypersonnelchangesARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Defense%20Dept%20Personnel.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamadefensepersonnel.htm,30 May 2011,,
National Speech on Afghanistan War Troop Reduction,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Afghanistan%20Troop%20Reduction.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamaafghanistanwardrawdown.htm,22 Jun 2011,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaafghanistantroopreductionARXE.mp3,
"Speech 
			at Carnegie Mellon's Robotics Center,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Carnegie%20Robotics%20Center.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamacarnegiemellonrobotics.htm,24 Jun 2011,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamacarnegiemellonroboticsARXE.mp3,"
Presser on Congressional Action to Promote Job Growth,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Presser%20on%20the%20Economy%20and%20Debt%20Limit.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamajobgrowthpresser.htm,29 Jun 2011,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamapresserjobgrowthdebtceilingARXE.mp3,
Speech to the Nation on the Budget and Debt Ceiling,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Dangers%20of%20Default.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamadeficitreductionplan.htm,25 Jul 2011,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamadangersofdefaultARXE.mp3,
"Statement 
			on the Debt Compromise Agreement,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Debt%20Compromise%20Agreement.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamadebtapprovalstmt.htm,31 Jul 2011,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamadebtcompromiseagreementARXE.mp3,"
Statement on the Approved Debt Compromise,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamadeptcompromiseARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Debt%20Compromise%20Remarks.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamadebtcompromise.htm,02 Aug 2011,,
To the American Legion Conference in Minnesota,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaamericanlegionminnesotaARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20American%20Legion%20Conference.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamaamericanlegion2011.htm,30 Aug 2011,,
Joint Session of Congress Speech on Economy and Jobs,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Joint%20Session%20on%20Economy%20and%20Jobs.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamajointsessionjobs.htm,08 Sep 2011,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamajointsession0900811ARXE.mp3,
"Speech 
			on Economic Growth and Deficit Reduction,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaeconomicgrowthdeficitredARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Rose%20Garden%20Economy%20and%20Deficit.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamaeconomicplandebtreductionbill.htm,19 Sep 2011,,"
Speech on High-Level UNGA Meeting on Libya,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20UN%20High%20Level%20Libya.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamaunlibya.htm,20 Sep 2011,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaunmeetingonlibyaARXE.mp3,
"United Nations 
			66th Session General Assembly Speech,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20United%20Nations%20on%20Palestinian%20Statehood.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamaunitednations66.htm,21 Sep 2011,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaungenerasssembypalestineARXE.mp3,"
"google_ad_client = ""ca-pub-4540749582151874"";
    google_ad_slot = ""7079952559"";
    google_ad_width = 336;
    google_ad_height = 280;,,,,,,,,,"
Speech at the MLK Memorial Dedication,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamamlkingmemorialdedicationARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20MLK%20Memorial%20Dedication.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamamlkmemorialdedication.htm,16 Oct 2011,,
Speech on the Death of Muammar Qaddafi,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Muammar%20Qaddafi%20Death.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamaqaddafideath.htm,20 Oct 2011,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaqaddafideathARXE.mp3,
Speech on Ending the War in Iraq Responsibly,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Iraq%20War%20Responsibly%20Ending.pdf,,,mp3,https://www.americanrhetoric.com/speeches/wariniraq/barackobamaendingiraqwar.htm,21 Oct 2011,https://www.americanrhetoric.com/mp3clipsXE/IraqWar/barackobamaendingwairaqARXE.mp3,
"Speech 
			to the Australian Parliament,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Australian%20Parliament.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamaaustralianparliament.htm,16 Nov 2011,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaaustralianparliamentARXE.mp3,"
"Speech 
			to the Tribal Nations Conference,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Tribal%20Nations%20Conference.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamatribalnationsconference.htm,02 Dec 2011,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamatribalnationsconference2011ARXE.mp3,"
"Speech 
			on the Economy at Osawatomie High School,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20New%20Nationalism%20at%20Osawatomie%20HS.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamaosawatomieeconomy.htm,06 Dec 2011,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaosawatamiekansasARXE.mp3,"
"Weekly Address Honoring Military 
			Servicemembers,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Weekly%20Address%20Iraq%20War%20Service.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamaweeklyaddress17dec2011.htm,17 Dec 2011,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaweeklyaddresshonoringiraqvetsARXE.mp3,"
Speech on Military Defense Strategic Review,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Military%20Strategy%20Review.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamamilitarystrategychanges.htm,05 Jan 2012,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamamilitarystrategyreviewARXE.mp3,
Third Presidential State of the Union Speech,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20State%20of%20the%20Union%202012.pdf,,,mp3,https://www.americanrhetoric.com/speeches/stateoftheunion2012.htm,24 Jan 2012,https://www.americanrhetoric.com/mp3clipsXE/stateoftheunion/barackobamasou2012ARXE.mp3,
Address on Housing at Falls Church,,,mp3,,,https://www.americanrhetoric.com/speeches/barackobama/barackobamahousingfallschurch.htm,01 Feb 2012,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamafallschurchARXE.mp3,
Address on Veterans Jobs Corps,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaveteransjobcorpsARXE.mp3,,,,https://www.americanrhetoric.com/speeches/barackobama/barackobamaveteransjobscorps.htm,03 Feb 2012,,
Iraq War Veterans and Families Gala Toast,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Iraq%20War%20Veteran%20Gala%20Toast.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamairaqwarveterangala.htm,29 Feb 2012,https://www.americanrhetoric.com/mp3clips/barackobama/barackobamairaqwarveteranfamiliestoast.mp3,
To the American-Israel Public Affairs Committee,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20AIPAC%202012.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamaaipac2012.htm,04 Mar 2012,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaaipac2012ARXE.mp3,
Hankuk University Address,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Hankuk%20University.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamahankukuniversity.htm,26 Mar 2012,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamahankukuniversityARXE.mp3,
Speech on Repealing Oil and Gas Subsidies,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Repeal%20Oil%20and%20Gas%20Subsidies.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamagasoilsubsidies.htm,29 Mar 2012,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaoilgassubsidiesARXE.mp3,
"Speech 
			at an Associated Press Luncheon,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Associated%20Press%20Luncheon.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamaapluncheon.htm,03 Apr 2012,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaassociatedpressluncheonARXE.mp3,"
U.S. Holocaust Memorial Museum Address,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20National%20Holocaust%20Memorial%20Museum.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamanationalholocaustmemorialmuseum.htm,23 Apr 2012,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamantlholocaustmuseumARXE.mp3,
White House Correspondents Dinner Speech,,,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamawhitehousecorrespondentsdinner2012.htm,28 Apr 2012,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamawhcorrespondentsdinner2012ARXE.mp3,
Barnard College Commencement Speech,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Barnard%20College%20Commencement.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamabarnardcollegecommencement.htm,14 May 2012,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamabarnardcommencementARXE.mp3,
Shimon Peres Presidential Medal of Freedom Award,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamashimonperesmedalofhonorARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Shimon%20Peres%20Medal%20of%20Freedom.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamashimonperesemedaloffreedom.htm,13 Jun 2012,,
On the US Supreme Court Affordable Care Act Ruling,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20USSC%20Ruling%20Affordable%20Care%20Act.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamausschealthcareruling.htm,28 Jun 2012,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamausscrulingonhealthcareARXE.mp3,
Remarks on the Tragedy in Aurora Colorado,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Aurora%20Tragedy.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamaauroratragedy.htm,20 Jul 2012,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaauroratragedyARXE.mp3,
Speech to the 113th VFW Convention,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20VFW%202012.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobama113vfw.htm,23 Jul 2012,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobama113vfwARXE.mp3,
Second Presidential Nomination Acceptance Speech,PDF,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobama2012dncARXE.mp3,mp3,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Second%20Democratic%20Nomination%20Acceptance.pdf,,https://www.americanrhetoric.com/speeches/convention2012/barackobama2012dnc.htm,06 Sep 2012,,
Rose Garden Address on Benghazi Attacks,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamabenghaziattacksARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Benghazi%20Attacks%20Rose%20Garden.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamabenghaziattacks.htm,12 Sep 2012,,
Benghazi Victims Transfer of Remains Speech,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Benghazi%20Remains%20Transfer.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamabenghazivictims.htm,14 Sep 2012,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamabenghazitranserceremonyARXE.mp3,
Clinton Global Initiative Speech on Human Trafficking,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaclintonglobalinitiativeARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Clinton%20Global%20Initiative%20Human%20Trafficking.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamaclintonglobalinitiative2012.htm,25 Sep 2012,,
United Nations 67th Session General Assembly Speech,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20UNGA%202012.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamaunitednations67.htm,25 Sep 2012,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaunitednations2012ARXE.mp3,
First Debate with Mitt Romney,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Obama-Romney%20-%20First%20Live%20Debate.pdf,,,mp3,https://www.americanrhetoric.com/speeches/obama-romneyfirstdebate.htm,03 Oct 2012,https://www.americanrhetoric.com/mp3clipsXE/politicalspeeches/obama-romneyfirstdebategoARXE.mp3,
Second Debate with Mitt Romney,PDF,https://www.americanrhetoric.com/speeches/obama-romneyseconddebate.htm,,https://www.americanrhetoric.com/speeches/PDFFiles/Obama-Romney%20-%20Second%20Live%20Debate.pdf,mp3,,17 Oct 2012,https://www.americanrhetoric.com/mp3clipsXE/politicalspeeches/obama-romneyseconddebateARXE.mp3,
Third Debate with Mitt Romney,PDF,https://www.americanrhetoric.com/speeches/obama-romneythirddebate.htm,,https://www.americanrhetoric.com/speeches/PDFFiles/Obama-Romney%20-%20Third%20Live%20Debate.pdf,mp3,,23 Oct 2012,https://www.americanrhetoric.com/mp3clipsXE/politicalspeeches/obama-romneythirddebateARXE.mp3,
n Hurricane Sandy After Emergency Team Briefings,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Hurricane%20Sandy%20ERT.pdf,O,https://www.americanrhetoric.com/speeches/barackobama/barackobamahurricanesandy29oct.htm,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamahurricanesandy29oct.htm,29 Oct 2012,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamahurricanesandystmt2ARXE.mp3,
"On Hurricane Sandy 
			at the American Red Cross,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Hurricane%20Sandy%20Red%20Cross.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamaredcross.htm,30 Oct 2012,https://www.americanrhetoric.com/mp3clips/barackobama/barackobamaredcrosshurricanesandy.mp3,"
Second Presidential Election Victory Speech,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Second%20Presidential%20Election%20Victory%20Speech.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamasecondpresidentialvictoryspeech.htm,06 Nov 2012,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamasecondvictoryspeechARXE.mp3,
